Card ID,Title,Current Page,Proposed Area,Action,Flags,Owner,Card Type,Dataset,Last Modified,Age Days,Has Description,Locked
57847860,MURM1 Cash Retention (% of Potential Retention Cash),Orphan,Subscriber Health,Retire,No description; Noise page; Orphan,Matthew Murman,kpi,PROD | Subscription Period Agg,2026-05-07,41,No,No
57920422,MediaTailor Costs by Function,Matthew Williams' Sandbox,Revenue & Finance,Retire,Stale (1+ yr); No description; Noise page,Matthew Williams,kpi,FinOps | Cloud Costs,2025-06-12,370,No,No
59353751,4Q MS Goals,Overview,Unmapped,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | TEMP 4Q MS Goals,2024-11-20,574,No,No
59882698,FRL Social Full Episodes - Engagements,2026 Studio Shows Goal,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Studio Show Goals,2025-02-04,498,No,No
60043814,Funnel Users by,Funnel v3,Acquisition & Funnel,Document,No description,Matthew Murman,kpi,PROD | Funnel V3,2025-07-18,334,No,No
60589957,'- Total Cash - Forecast,CEO Dash,Revenue & Finance,Merge,No description; Duplicate title,Matthew Murman,kpi,PROD | Forecast Agg - 2026 - CEO,2026-02-04,133,No,No
60674973,"Matthew Murman's Notebook Aug 25, 2023",Week 6 postseason Wrestling,Unmapped,Review → Retire,Very stale (2+ yrs); No description; No dataset; Duplicate title,Travis Peter,Text,,2024-02-19,849,No,No
61139025,Dataflow Refresh Aging ◢,DEP - Instance Governance Dashboard,Domo Admin,Retire,Very stale (2+ yrs); Noise page,,kpi,PROD | Dataset for Instance Governance Dashboard App,2023-07-20,1063,Yes,No
61737610,Platform,Platform Comparison,Product & Tech,Review → Keep or Retire,Stale (1+ yr); No description; Locked; Duplicate title,Matthew Murman,kpi,PROD | Platform Comparison,2025-04-04,439,No,Yes
62992021,"Matthew Bartholomew's Notebook Jan 26, 2024",Overview,Unmapped,Review → Keep or Retire,Stale (1+ yr); No description; No dataset,,Text,,2025-04-21,422,No,No
63853653,Views per Piece: first 48 hours,Shared,Content & Viewership,Triage,Stale (1+ yr); No description; Shared/root,,kpi,PROD | Content Agg,2025-04-21,422,No,No
65143867,2024 Attribution Forecast Dashboard,Attribution Forecast Dashboard,Revenue & Finance,Review → Retire,Very stale (2+ yrs); No description,Adair Lyden,kpi,PROD | RAQ Monthly Budget Salesforce,2023-08-21,1031,No,No
65410919,Eligible Renewals and Rate - YoY,Churn/Renewal,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); No description; Locked,Matthew Murman,kpi,PROD | Subscription Period Agg,2025-01-15,518,No,Yes
65482134,'- % to Y2 Renewal Rate Forecast,Exec Dashboard - 2026,Revenue & Finance,Merge,No description; Duplicate title,Matthew Murman,kpi,PROD | Forecast Agg - 2026 - SLT,2026-02-06,131,No,No
65587813,Duplicate of How would you rate the agent's ability to communicate clearly?,Orphan,Unmapped,Retire,No description; Noise page; Orphan,Charles Boehmig,kpi,FED | Qualtrics v2,2025-11-05,224,No,No
66138145,Raw Data,iOS Reader App,Product & Tech,Review → Keep or Retire,Stale (1+ yr); No description; Locked; Duplicate title,Matthew Murman,kpi,RAW_ios_reader_app,2024-10-28,597,No,Yes
66194309,"Matthew Murman's Notebook Oct 17, 2023",DEP - HockeyTV Contract Viewership,Partnerships,Retire,Stale (1+ yr); No description; No dataset; Locked; Noise page,Matthew Murman,Text,,2024-10-28,597,No,Yes
66913684,Views And Finish %,FloFilms Deep Dive,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD | FloFilms,2023-12-06,924,No,No
67136703,"Ghazal Qadri's Notebook Jan 28, 2025",Paid Media YoY,Operations,Document,No description; No dataset,,Text,,2025-07-28,324,No,No
67164079,"Signups by Country, State",Event Deep Dive,Acquisition & Funnel,Merge,No description; Locked; Duplicate title,Matthew Murman,kpi,PROD | Attribution,2026-02-16,121,No,Yes
67181520,Content Minutes Streamed - By View Date,Overview,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; Locked; Duplicate title,Charles Cooper,kpi,PROD | Content Agg,2023-06-19,1094,No,Yes
67703836,Price Change Launch Dates (Detailed),Weekly SLT Metrics - Price Change (Pay/Plans Page),Executive,Merge,Duplicate title,Matthew Murman,kpi,PROD | SLT Price Change - Pay/Plans Page,2026-02-12,125,Yes,No
67918807,Event - Full Detail,Stream Performance,Content & Viewership,Merge,No description; Duplicate title,Matthew Murman,kpi,PROD | Stream Agg,2026-04-06,72,No,No
67967245,Platform Donut,Overview,Product & Tech,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,PROD | Platform Comparison,2024-10-24,601,No,No
68269549,YTD Quota Attainment - (2025 Goal),2025 RAQ Goal Attainment,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description,Adair Lyden,kpi,PROD | RAQ 2025 Quota Attainment,2025-03-26,448,No,No
69501855,RAW_resonate_data,Resonate Data,Partnerships,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,DEP_resonate_data,2024-03-12,827,No,No
71188712,Content Visits by Vertical,Content - Referral,Audience & Traffic,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,Content Visits,2024-01-30,869,No,No
72057777,Gross Visits,Overview,Audience & Traffic,Review → Retire,Very stale (2+ yrs),Charles Cooper,kpi,PROD | Visits Web,2023-07-24,1059,Yes,No
72213371,Summary,Ad Sales Event Report,Ad Sales,Review → Keep or Retire,Stale (1+ yr); No description; Locked; Duplicate title,Matthew Murman,kpi,PROD | Event Agg,2024-11-05,589,No,Yes
72213640,Duplicate of Renewal Cash,Orphan,Subscriber Health,Retire,Very stale (2+ yrs); No description; Locked; Noise page; Orphan,Charles Cooper,kpi,"PROD | Monthly Plan, Goals - 2023",2023-06-19,1094,No,Yes
72814166,Content Owners,Orphan,Domo Admin,Retire,Duplicate title; Noise page; Orphan,Matthew Williams,kpi,DomoStats - DataFlows DataSets People and Health,2025-10-14,246,Yes,No
72819057,Social Monetization Belt - Simplified,Social Media Monetization - Leaderboard,Social & Editorial,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,Social Monetization Belt,2024-05-16,762,No,No
73941365,Article & Ranking Daily UNIQUE Views :,Content,Social & Editorial,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD | Content Agg,2024-04-12,796,No,No
74004682,Monthly Uniques - QTD,Content,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,Monthly Content Users - MTD Pivoted,2024-03-12,827,No,No
74141228,"Matthew Murman's Notebook Feb 20, 2024",Subscription Lifetime,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); No description; No dataset; Locked,Matthew Murman,Text,,2024-10-28,597,No,Yes
74227670,7 Day STC Rate,Shared,Subscriber Health,Triage,Very stale (2+ yrs); No description; Duplicate title; Shared/root,Charles Cooper,kpi,PROD | Attribution,2023-12-21,909,No,No
74277874,Duplicate of THE FUNNEL Continuation Rates,Copy of Marketing Channels,Marketing,Retire,Stale (1+ yr); Noise page,Charles Cooper,kpi,DEP | Funnel Agg,2025-03-11,463,Yes,No
75192288,Q3,2026 Content Goals,Content & Viewership,Merge,No description; Duplicate title,Charles Cooper,kpi,2026 Content Goals,2026-02-04,133,No,No
75268218,Full Year,2025 Content Goals,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | 2025 Content Goals,2025-02-02,500,No,No
75393487,"Matthew Murman's Notebook Jan 24, 2023",Accounting,Revenue & Finance,Review → Retire,Very stale (2+ yrs); No description; No dataset; Locked,Matthew Murman,Text,,2023-05-17,1127,No,Yes
75401364,Big Ole Table II,Event Aggregator,Unmapped,Document,No description,Matthew Murman,kpi,PROD | Event Agg,2026-04-27,51,No,No
75631215,Top Connectors,Orphan,Domo Admin,Retire,Duplicate title; Noise page; Orphan,Matthew Williams,kpi,DomoStats - DataFlows DataSets People and Health,2025-10-14,246,Yes,No
75654380,on platform vods,Charles C. Sandbox,Content & Viewership,Retire,No description; Noise page,Charles Cooper,kpi,PROD | Content Agg,2025-12-19,180,No,No
76622732,Pipeline Renewal Rights Contracts Missing Forecast,Orphan,Revenue & Finance,Retire,Stale (1+ yr); No description; Noise page; Orphan,Adair Lyden,kpi,TEST | RAQ Rights Contract Overview,2024-09-10,645,No,No
76687379,"Joe Brown's Notebook Mar 26, 2024",Marketing WBR Output,Marketing,Review → Keep or Retire,Stale (1+ yr); No description,,Text,PROD | Marketing Channels,2024-12-18,546,No,No
77233273,'- MW Test Card for Dashboard Assignment,Overview,Revenue & Finance,Document,No description,Matthew Williams,kpi,FinOps | Cloud Forecast,2025-10-15,245,No,No
77579217,"Matthew Murman's Notebook Jan 9, 2026",Weekly SLT Metrics - Price Change (Signup Page),Executive,Merge,No description; No dataset; Duplicate title,Matthew Murman,Text,,2026-02-05,132,No,No
78050600,"Charles Cooper's Notebook May 31, 2023",2022-23 Varsity Year End Analysis,Unmapped,Review → Retire,Very stale (2+ yrs); No description; No dataset; Locked,Charles Cooper,Text,,2023-06-19,1094,No,Yes
78222865,By Vertical Yearly,Signup Forecast Summary,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,RAW_contract_forecast_sot,2024-10-23,602,No,No
78291422,"Varsity VODs (archives,replays, highlights)",Charles C. Sandbox,Content & Viewership,Retire,No description; Noise page,Charles Cooper,kpi,PROD | Content Agg,2026-02-26,111,No,No
79253943,Quick Social Platform Filter,Exec Summary - Social Media,Social & Editorial,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,RAW Sprout Social,2024-05-13,765,No,No
80287786,Duplicate of Median Live Minutes,Orphan,Unmapped,Retire,Very stale (2+ yrs); Noise page; Orphan,Charles Cooper,kpi,PROD | Event Agg,2023-07-09,1074,Yes,No
80418175,Tier 0-4 Events,Orphan,Content & Viewership,Retire,No description; Duplicate title; Noise page; Orphan,LJ Helbig,kpi,PROD | Stream Agg,2026-03-09,100,No,No
80540831,Event Detail - AMA,UAA,Customer Success,Merge,No description; Duplicate title,Kevin Sander,kpi,PROD | Event Agg,2026-02-13,124,No,No
80838925,2025 Films Project List,2025 FloFilms and Original Series,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,2025 Films Project List,2025-02-11,491,No,No
81203140,Live to Social Clickup Data,Overview,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,Live to Social Clickup Data,2023-11-28,932,No,No
81460865,Stream Minutes by App Group,Matthew Williams' Sandbox,Product & Tech,Retire,No description; Noise page,Matthew Williams,kpi,Youbora Apps 202301_202506,2025-06-25,357,No,No
82167438,Event Signups by Payment Timestamp (within 30 days of Event Start Date),Gunter's Outputs,Acquisition & Funnel,Retire,Stale (1+ yr); No description; Locked; Noise page,Matthew Murman,kpi,PROD | Attribution,2024-10-28,597,No,Yes
83465287,Duplicate of Produced Articles - Unique Views,Total Views TEST,Content & Viewership,Retire,No description; Noise page,Karen O'Brien,kpi,PROD | Content Agg,2025-10-31,229,No,No
84460815,uga logo.png,Drew's Domo Cost Hub,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No dataset,Charles Cooper,document,,2025-01-08,525,Yes,No
84509616,Football Live to Social Data,Overview,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,Football Live to Social Data,2023-12-17,913,No,No
86305238,"Charles Boehmig's Notebook Jan 17, 2024",Resonate Data,Partnerships,Review → Retire,Very stale (2+ yrs); No description; No dataset; Duplicate title,Charles Boehmig,Text,,2024-01-17,882,No,No
86726551,2026 Weighted Rights Costs,Weighted Pipeline,Revenue & Finance,Document,No description,Emi Boles,kpi,RAW_contract_forecast_sot,2026-02-10,127,No,No
87401808,GA Pageviews by Month,Shared,Unmapped,Triage,No description; Shared/root,Charles Cooper,kpi,PROD | GA Metrics,2025-07-09,343,No,No
87477957,Current Active Subs By Payment Vertical,Active Subscriptions,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,,kpi,PROD | Active Subscriptions,2024-10-24,601,No,No
87641310,Case per New/React Payment (pivot),Shared,Acquisition & Funnel,Triage,Very stale (2+ yrs); No description; Locked; Shared/root,Matthew Murman,kpi,PROD | CS Case per Signup,2024-06-10,737,No,Yes
88150880,Priority DataSets Needing Attention,Orphan,Marketing,Retire,Duplicate title; Noise page; Orphan,Matthew Williams,kpi,DomoStats - DataSets with Owners,2025-10-14,246,Yes,No
89029770,Picture_4.png,DEP - Instance Governance Dashboard,Domo Admin,Retire,Very stale (2+ yrs); No dataset; Noise page,,document,,2023-05-15,1129,Yes,No
89301237,Produced VODs - Views,Total Viewership,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Content Agg,2024-10-23,602,No,No
89685652,"Matthew Murman's Notebook Feb 15, 2023",Operations Planning,Operations,Review → Retire,Very stale (2+ yrs); No description; No dataset; Locked,Matthew Murman,Text,,2023-05-17,1127,No,Yes
89735186,Duplicate of Monthly Renewal Rate,Vertical Performance,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); No description; Locked,Matthew Murman,kpi,PROD | Subscription Period Agg,2024-10-28,597,No,Yes
89864635,Q1,2026 Content Goals,Content & Viewership,Merge,No description; Duplicate title,Charles Cooper,kpi,2026 Content Goals,2026-02-04,133,No,No
89883216,Article Unique Views,Tentpole Event Comparisons,Social & Editorial,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | Content Agg,2024-09-06,649,No,No
90379532,"Matthew Murman's Notebook Feb 26, 2026",Stream Performance,Content & Viewership,Document,No description; No dataset,Matthew Murman,Text,,2026-03-27,82,No,No
91029660,'- New Cash vs Forecast,CEO Dash,Revenue & Finance,Merge,No description; Duplicate title,Matthew Murman,kpi,PROD | Forecast Agg - 2026 - CEO,2026-02-04,133,No,No
91249900,Sub Status Distribution,2023 Evergreen Content,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,PROD | Content Agg,2023-09-05,1016,No,No
91286461,Replay/Archive VODs Mins,Total Views TEST,Content & Viewership,Retire,No description; Duplicate title; Noise page,Karen O'Brien,kpi,PROD | Content Agg,2025-10-31,229,No,No
92095826,Quick Year Filter,Exec Summary - Social Media,Social & Editorial,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,RAW Sprout Social,2024-05-08,770,No,No
92150372,Duplicate of Event Attribution,Milesplit Signups,Acquisition & Funnel,Review → Retire,Very stale (2+ yrs); Duplicate title,David Scott,kpi,PROD | Attribution,2024-05-14,764,Yes,No
92560512,2024 Produced Events,2025 Produced Events - OKRs,Executive,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Event Agg,2025-01-29,504,No,No
92682235,Renewal Cash - YoY,Joe's Cash Dash,Subscriber Health,Retire,Very stale (2+ yrs); No description; Locked; Duplicate title; Noise page,Matthew Murman,kpi,PROD | Payments,2023-05-30,1114,No,Yes
92832296,Subscription Payments,Rights Deep Dive,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; Locked; Duplicate title,Matthew Murman,kpi,PROD | Payments,2023-05-24,1120,No,Yes
93435980,Total Content PVs: Yesterday,Shared,Content & Viewership,Triage,Stale (1+ yr); No description; Locked; Shared/root,,kpi,PROD | Content Agg,2025-04-21,422,No,Yes
94007849,Content Run Times,Domo - Dashboard Usage,Domo Admin,Review → Keep or Retire,Stale (1+ yr); Locked; Duplicate title,Matthew Murman,kpi,DomoStats - DataSet and DataFlow History with DataSet Names and Owners,2024-10-28,597,Yes,Yes
94062691,2023 NHL Draft Content,Orphan,Content & Viewership,Retire,Very stale (2+ yrs); No description; Noise page; Orphan,Charles Cooper,kpi,PROD | Content Agg,2023-07-15,1068,No,No
95101129,Subscription Count,LTV Historical,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,PROD | Dim Subscription,2024-10-24,601,No,No
95685130,OH Related Payments,Accounting Sales Data Pulls,Revenue & Finance,Document,No description,Charles Cooper,kpi,PROD | Payments,2026-04-06,72,No,No
95930844,Duplicate of Event Detail - AMA,Copy of Rights Deep Dive,Content & Viewership,Retire,Very stale (2+ yrs); No description; Duplicate title; Noise page,Travis Peter,kpi,PROD | Event Agg,2024-02-19,849,No,No
96557619,Engagements - YoY,Social Media - Post Performance,Social & Editorial,Review → Keep or Retire,Stale (1+ yr); No description; Locked; Duplicate title,Charles Cooper,kpi,Social Media Post Metrics,2025-02-05,497,No,Yes
97033812,'- % Change,Milesplit Social Media Pacing,Social & Editorial,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,RAW Sprout Social,2024-08-20,666,No,No
97726387,Event Sign Ups,FSM - Dashboard,Operations,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,LJ Helbig,kpi,PROD | Event Agg,2024-05-06,772,No,No
97962851,"Based on this experience with customer support, how likely are you to renew your subscription or refer a friend to FloSports?",New Agent CSAT Survey Nov 2022,Customer Success,Document,No description,,kpi,FED | Qualtrics v2,2025-11-05,224,No,No
